Batcheller,Uknown,B,1,436
Mercuri,Wakeham,O,5,67
Kesson,Smrekar,N,1,439
Ballina,Digiacomo,Q,2,653
Fulton,Slipper,O,3,581
Conniff,Dadamo,B,4,35
Geml,Giancola,D,3,203
Tenofsky,Bednarik,G,5,26
Grandstaff,Slonski,F,4,333
Cavill,Garde,N,4,104
Phillips,Markiewicz,P,5,616
Villalona,Mccraney,A,3,751
Ostermeyer,Wickell,H,3,386
Rubison,Herzer,A,3,985
Lahrman,Cunliffe,C,5,322
Larousse,Laurelli,A,9,809
Kueny,Yankovitz,L,1,03
Meldrum,Atherley,F,1,140
Selvester,Pressman,K,1,740
Paup,Raybon,A,5,102
Tanna,Barillari,E,2,158
Garst,Mcroy,A,2,947
Soter,Kronemeyer,G,4,112
Vecchione,Berlinghof,G,1,274
Raudales,Cromack,N,5,157
Almen,Cothern,L,1,748
Leyson,Kavanah,O,2,294
Pares,Kotlar,A,3,933
Elbert,Biscaro,L,5,504
Delosa,Nakahara,J,3,147
Shor,Frantum,A,9,257
Helgesen,Benfield,Q,5,721
Ludeke,Eckes,J,2,247
Fenelon,Creekmur,K,1,90
Simkin,Leipold,L,5,383
Quiroga,Gandarilla,Q,1,652
Kirley,Norskog,I,4,294
Strelow,Vindiola,E,2,729
Kozyra,Seymor,A,3,894
Stoot,Dame,M,4,101
Hethcox,Goud,B,2,256
Snow,Layng,P,3,37
Steier,Libbey,G,4,696
Bania,Larcom,B,3,483
Raveling,Tsu,C,2,608
Clifton,Fambrough,D,5,221
Simon,Machnik,I,1,217
Lipkovitch,Stimpson,C,3,312
Mince,Littlejohn,B,1,748
Grandolfo,Phares,D,4,276
Pandolfi,Tombleson,B,5,340
Hervol,Mehrtens,A,10,11
Stefanelli,Rayborn,M,5,723
Mcravin,Golob,F,3,595
Beazer,Fowlston,A,9,394
Ehlert,Nyseth,F,4,721
Takemoto,Hoernemann,P,3,62
Piersall,Livington,A,10,906
Linsday,Merenda,B,1,329
Befort,Pear,Q,2,629
Gothe,Quiel,M,1,482
Quiterio,Lindblom,G,3,375
Kamansky,Dougall,E,1,537
Salizzoni,Bendtsen,I,4,110
Blanford,Dansie,G,3,477
Tammen,Schellenberg,O,4,478
Bunyea,Blatz,N,4,491
Min,Wolchesky,F,4,46
Newlon,Feinen,P,1,04
Rinke,Astorino,N,3,200
Nagamine,Ponting,N,4,543
Klinnert,Isadore,J,5,199
Rycroft,Brewster,J,5,212
Mogus,Arron,A,3,432
Mcgarvey,Jimenez,N,3,86
Gollogly,Herceg,P,2,368
Lemere,Zellers,P,3,570
Kearby,Plemel,N,2,578
Rosato,Reeder,F,2,438
Barsanti,Donne,P,1,218
Walraven,Hones,L,2,669
Toolan,Londre,A,4,697
Palmertree,Hague,G,1,148
Rosencranz,Herley,A,9,522
Hilvers,Ritter,A,5,318
Caudel,Haggan,A,8,145
Burrous,Laubersheimer,E,2,498
Werremeyer,Prusinski,G,1,89
Carty,Holderby,J,1,651
Mcmanis,Orlin,C,3,357
Pawloski,Munshi,C,4,215
Bohman,Furmanik,B,1,42
Swanberg,Siddell,J,4,560
Frett,Streett,I,3,395
Hledik,Parmar,M,2,281
Lovell,Barbini,D,4,37
Rowse,Dozal,O,1,259
Mineau,Bouffard,A,6,722
Plata,Cellini,N,1,103
Cicconi,Hahner,A,9,390
Amill,Halo,L,3,550
Paloma,Heskett,J,3,495
Delee,Fiedler,A,3,86
Lekwa,Mosser,L,1,438
Modena,Kesek,K,3,504
Turinetti,Kauahi,H,4,597
Vanmeter,Oehmig,P,3,574
Patanella,Wessler,F,5,621
Rayna,Bowlby,M,1,519
Feenan,Nast,K,2,595
Pompei,Muncrief,Q,2,369
Economos,Shane,G,2,134
Esparaza,Beach,A,5,736
Nodd,Daven,D,3,433
Longacre,Reim,C,3,614
Fishbaugh,Gilruth,D,1,567
Bullert,Wickes,C,5,59
Delgrosso,Janovich,M,3,710
Bavier,Traister,N,3,353
Conterras,Shoyer,M,2,01
Shadid,Slenker,A,2,137
Schempp,Kiffer,Q,1,498
Hoon,Gitting,E,5,672
Burbage,Sines,H,5,635
Ominelli,Flanery,F,2,731
Burnaugh,Borns,C,5,255
Rueckert,Provine,E,3,674
Fuell,Sorlie,G,5,735
Balian,Hamons,A,6,105
Goon,Roscioli,B,2,708
Troisi,Tubeszewski,M,1,167
Frankum,Lofredo,F,4,151
Tlamka,Astrup,N,4,01
Tattrie,Kenimer,H,4,663
Strozzi,Yurko,D,1,743
Delpriore,Kopas,I,4,337
Wenzel,Lehtonen,A,9,222
Goerges,Lebo,P,1,126
Rous,Sullinger,H,1,654
Mcelreavy,Yager,A,10,385
Vancuren,Stroder,O,3,469
Svehla,Cogburn,L,5,618
Kenner,Mitnick,P,3,723
Barientos,Ahlers,H,1,67
Hitchman,Rivord,A,6,519
Heinis,Macleod,B,2,645
Brugnoli,Iacobucci,D,2,653
Teets,Pulido,A,4,58
Alfson,Drimmer,I,3,322
Wickers,Uebersax,A,5,750
Polovoy,Yerly,H,2,86
Feola,Esqueda,F,5,721
Waeyaert,Coupland,I,1,338
Bennerman,Trainum,N,4,613
Larousse,Chough,F,1,318
Beeghly,Harkavy,H,1,481
Caballero,Torchio,I,3,391
Boyarsky,Asters,I,1,298
Benik,Domenget,G,3,712
Balanoff,Holdbrook,L,1,245
Karella,Vandell,E,4,117
Copier,Vandal,A,1,660
Anglea,Beneze,M,2,410
Kusiak,Horesco,H,2,559
Thiry,Caperon,B,2,573
Chet,Oechsle,J,2,557
Knuth,Ashby,J,2,262
Strawn,Caras,O,4,137
Rowton,Lotson,P,4,186
Chuong,Mcquirter,O,1,350
Misek,Huneycutt,L,4,479
Paciolla,Fromberg,O,2,328
Ngoun,Gatti,O,1,385
Veron,Ketchum,J,4,130
Leisinger,Roughton,O,4,201
Olveda,Puleo,H,2,231
Brignac,Riesgo,L,3,400
Shirah,Bookhardt,L,2,48
Veto,Fillmore,Q,5,69
Moutoux,Twillie,B,3,447
Lojek,Hiltunen,Q,5,289
Neuser,Kasemeier,N,5,36
Raike,Loeb,I,5,342
Hokama,Carline,D,4,663
Bissel,Arcoraci,A,3,688
Pagano,Sangi,G,1,696
Neubecker,Laris,A,7,607
Swierczek,Perlman,N,5,697
Babb,Motil,B,1,555
Ewelike,Turowski,F,3,223
Vandebrink,Achee,A,3,530
Kurter,Yanda,L,4,195
Roeske,Beus,H,3,425
Mikulecky,Polcyn,E,3,735
Vilchis,Ricciardi,D,3,666
Hubertus,Gaudy,I,1,451
Faltus,Ausburn,C,2,604
Vanclief,Kelstrom,L,1,699
Leinwand,Fossa,L,2,354
Grantz,Shimura,B,3,284
Duy,Mcmurrey,A,6,611
Bansal,Dacunto,I,4,292
Heider,Goettl,H,5,164
Kingma,Jeannoel,J,2,306
Rapoport,Rusley,H,3,324
Obrian,Battiata,I,1,285
Kaspari,Plourd,C,4,627
Benion,Schmig,I,5,357
Grauman,Caoili,J,2,236
Ledezma,Lainhart,A,9,780
Sheaffer,Warsing,O,2,433
Kucera,Hostler,J,4,117
Plourd,Tropiano,B,5,733
Filipi,Olquin,J,2,281
Onorati,Growden,C,5,159
Millhiser,Holmen,P,4,348
Koewler,Papen,I,3,708
Nesbit,Waites,O,5,192
Caporali,Ottogary,C,2,461
Garia,Radvany,G,5,237
Terronez,Cannavo,I,2,236
Honda,Kuemmerle,P,5,101
Santamaria,Decann,E,2,352
Kilgor,Twiet,H,5,611
Falco,Copus,L,3,603
Sheakley,Burdon,I,1,568
Area,Xiang,P,2,704
Wardell,Gaulding,P,1,121
Nitzel,Steiert,P,5,380
Viren,Armstong,K,3,590
Bannowsky,Priesmeyer,C,2,380
Dami,Shary,P,4,173
Voytek,Dobson,I,1,515
Santillanez,Vonarx,L,4,29
Rodriquez,Uken,F,2,396
Barninger,Stanifer,P,2,352
Faltz,Vonasek,O,3,137
Pigman,Fat,K,2,439
Cahn,Nabity,I,2,740
Grava,Ludgate,L,2,376
Ovando,Lobasso,E,1,08
Converse,Rehfeldt,B,3,397
Ebron,Funn,E,1,580
Romasanta,Naone,J,2,267
Nussey,Wellington,F,1,507
Girsh,Englehardt,N,4,343
Bosak,Patrias,E,3,724
Kennerson,Billot,F,2,40
Obannion,Shope,D,2,53
Seybert,Feldmann,F,1,229
Mote,Kennard,I,5,426
Rasheed,Hobel,A,1,844
Ljungquist,Woleslagle,K,3,334
Kamman,Darcey,I,4,409
Simensky,Linwood,B,2,499
Shambrook,Gerold,P,1,527
Granelli,Settecase,F,2,60
Sim,Vadner,H,3,170
Northrop,Rico,K,3,490
Bread,Murrey,G,4,133
Duett,Torell,P,2,255
Naso,Moreb,Q,3,699
Bogert,Epperheimer,D,5,194
Layva,Salo,H,3,406
Stoffer,Eden,A,6,690
Connoly,Stores,L,1,397
Monnot,Islas,I,5,180
Amesbury,Maertz,E,4,563
Phinisee,Marchitto,Q,1,181
Flum,Stamer,F,3,621
Canestrini,Headd,A,2,602
Rylee,Mcelligott,A,9,85
Scaggs,Bronchetti,L,5,579
Semrad,Brinkmann,L,3,251
Rapuano,Merk,A,8,460
Vandivier,Mlynek,E,3,172
Robyn,Golomb,I,5,682
Brines,Negroni,N,1,277
Demuizon,Hubbell,P,4,127
Capuchin,Schiavi,M,4,447
Verano,Boice,O,5,89
Letran,Consla,Q,4,604
Senosk,Ozaki,L,2,06
Roccia,Payen,A,2,781
Branco,Victorica,H,2,668
Sweis,Uhrin,J,3,409
Leahy,Deromer,F,1,435
Bachan,Fogal,P,2,498
Swithenbank,Kokesh,M,3,60
Berganza,Appel,Q,3,241
Mokry,Geiger,O,4,693
Boardley,Widmark,D,2,372
Basua,Stengele,C,3,545
Bransford,Altmire,A,2,335
Arbolida,Beloff,C,3,335
Jurin,Barnthouse,C,4,675
Bormann,Atnip,G,3,590
Schwaderer,Wurz,O,3,628
Garsee,Beer,D,5,576
Picerni,Liller,I,4,462
Loughery,Sebastion,P,1,468
Leitzel,Enman,B,5,334
Brodish,Legrone,O,1,269
Goich,Malcomb,L,3,665
Cassese,Poloskey,B,1,648
Olliff,Moschetti,O,5,275
Klug,Revere,C,4,635
Levecke,Overcash,I,3,232
Gomes,Sirles,D,5,323
Streed,Debuhr,G,3,207
Senn,Detter,C,2,513
Stewart,Upthegrove,E,4,724
Roseth,Bielby,P,1,66
Sissman,Stoff,G,1,15
Koska,Merlette,E,3,52
Laditka,Szalay,P,1,23
Siravo,Dewaratanawan,L,5,187
Muhammad,Newbrough,O,1,226
Alby,Essen,C,2,302
Walund,Lobel,C,5,178
Shamily,Ayars,J,1,360
Farfalla,Drinkley,B,4,727
Ronhaar,Stumpf,H,1,148
Santaana,Vanvolkenburg,D,4,542
Alquijay,Minnaert,A,5,771
Ominelli,Balque,A,10,895
Foss,Sherburne,B,1,607
Sandavol,Militante,J,3,629
Peard,Fortna,G,4,603
Biderman,Bolenbaugh,A,10,813
Panasci,Solle,O,2,405
Caroline,Koback,J,5,400
Fejes,Bachicha,I,3,177
Fosburg,Swingler,I,1,375
Rutheford,Bozych,A,4,43
Scarbrough,Trucco,I,2,219
Birkmaier,Bollettino,A,6,97
Macmullan,Eagy,A,9,28
Boyl,Iburg,A,7,189
Hegstad,Indermuehle,A,8,687
Escalante,Abilay,K,3,541
Finnley,Norals,P,4,11
Tolston,Blaydes,A,10,844
Lillibridge,Moricca,O,2,494
Saintfleur,Sween,F,5,736
Boshes,Matherne,N,5,630
Silberman,Harlin,F,4,04
Tangney,Arguilez,H,3,402
Ulses,Tobacco,J,3,88
Mcfadin,Derden,B,4,533
Gooden,Mcgarry,A,6,358
Ruegg,Drube,K,5,390
Menon,Siprasoeuth,C,5,222
Riseden,Keiger,N,2,316
Chittenden,Kastl,N,2,454
Gobert,Liquet,D,5,150
Langager,Tahu,L,3,141
Sadee,Terpstra,N,3,60
Osaki,Givhan,P,1,479
Vanalstin,Skepple,L,3,726
Haughn,Nevarez,N,2,45
Lipari,Reinholtz,H,1,374
Shackford,Marino,F,3,609
Randall,Schwabauer,I,5,32
Mulder,Mcrobbie,Q,2,142
Hole,Zangara,P,5,39
Bulls,Turbide,J,2,35
Polanco,Mcraven,Q,5,685
Archambeau,Fordyce,M,5,597
Kha,Fitzgibbons,A,9,942
Tortorelli,Melnik,L,3,460
Vetter,Hankin,J,4,286
Straw,Muth,Q,4,410
Niebaum,Catchings,N,4,685
Symanski,Garriepy,D,2,341
Arrieta,Boutot,B,4,169
Mihalko,Probst,I,1,531
Rotkowski,Sorzano,Q,2,178
Shimasaki,Gals,A,1,95
Bombard,Kysar,G,2,483
Karpel,Burroughs,E,5,516
Bonnie,Taal,B,4,31
Trang,Prechtel,K,4,346
Jusino,Lorentz,K,3,690
Sonday,Daste,O,1,335
Roemmich,Magallan,O,2,310
Pollan,Zorich,P,1,157
Rarogal,Tooke,F,2,311
Gerdiman,Deroven,A,2,894
Migliaccio,Pratten,I,4,328
Telchik,Henninger,H,3,107
Esler,Vascocu,P,3,569
Andreoli,Fausset,F,2,03
Topolewski,Markowitz,G,5,686
Kokaly,Mcguffee,D,4,705
Duchesney,Arca,A,1,824
Corrio,Curboy,Q,5,626
Antonakos,Wascher,P,5,48
Edrington,Rohrbach,B,5,628
Getsinger,Michalenko,Q,1,32
Debeer,Marotto,J,5,721
Luebano,Passow,I,2,204
Andrle,Colegrove,N,3,275
Himelfarb,Melder,Q,3,254
Bouie,Emziah,N,3,632
Vicari,Paskow,M,2,191
Siering,Lascala,P,2,287
Contopoulos,Loudenslager,K,1,71
Vlahos,Vidra,N,5,220
Gantewood,Trickey,E,2,231
Bertozzi,Kid,G,1,203
Pfohl,Mense,M,4,272
Browder,Schain,I,5,600
Hercher,Belleau,A,1,82
Boseman,Carneal,Q,4,602
Mickonis,Turansky,O,5,326
Salisberry,Martes,P,3,57
Kello,Osias,D,3,677
Buckholtz,Villarreal,J,5,138
Hovard,Billinghurst,P,4,587
Vanhouten,Galle,G,5,258
Carratura,Potes,A,9,822
Grannell,Such,D,5,385
Moorefield,Gruenberg,A,7,81
Ragan,Zizza,F,3,323
Chicoine,Kawa,B,1,429
Amadio,Musty,A,5,543
Luelf,Slappy,O,5,567
Miniuk,Molinski,H,2,249
Tanguma,Flahaven,D,3,413
Choates,Helander,C,1,215
Beary,Metia,K,4,25
Recinos,Toodle,D,3,342
Tuffey,Vanosdol,I,1,193
Kovacich,Batman,A,5,961
Mencl,Falterman,I,2,460
Basore,Ochwat,G,5,704
Mcnutty,Faulkingham,C,4,125
Pfleuger,Reider,D,2,453
Minella,Scucchi,H,5,67
Cashwell,Bonser,C,2,670
Verbridge,Cornelious,P,3,531
Binegar,Boldon,D,4,513
Recinos,Yauch,A,5,132
Merante,Peak,F,5,133
Monds,Poolheco,P,5,21
Bongiardina,Spruell,B,5,251
Mourino,Jemenez,D,5,350
Waychowsky,Nitcher,Q,1,513
Tiernan,Daneker,O,1,548
Mckamie,Mccort,A,6,887
Neujahr,Moten,J,1,738
Frerich,Eilers,C,1,469
Gey,Larzelere,E,1,335
Mcgrory,Katcher,F,2,105
Catone,Vigueras,D,3,261
Splawn,Levi,G,4,421
Rumrill,Grosso,O,5,591
Luczki,Bekerman,M,5,726
Roselius,Srader,D,2,454
Shrawder,Neumeister,N,4,504
Waag,Hibbard,P,2,587
Capistran,Giessinger,D,3,641
Gravelle,Chisholm,G,1,420
Naumes,Gonzalea,F,5,350
Koppen,Turrigiano,J,3,630
Dupee,Haugaard,A,8,777
Allbritten,Seymoure,H,2,446
Thakkar,Jome,N,1,540
Gals,Steinke,B,2,664
Suennen,Lymaster,J,4,360
Barninger,Consolo,A,8,408
Frink,Wloch,A,4,813
Brogley,Ballon,A,1,531
Bungo,Gwinn,G,2,394
Bable,Berenson,O,4,498
Cheak,Simor,A,8,49
Losneck,Didomenico,Q,4,657
Gittins,Maxey,F,3,336
Weddle,Aslinger,I,2,147
Oslan,Mansel,G,5,609
Micha,Pop,O,5,570
Cheese,Kaschak,H,2,466
Cabellero,Marina,N,5,613
Tuitt,Autaubo,F,3,293
Blaszczyk,Carran,A,1,429
Norma,Ewelike,I,2,337
Fanizzi,Coullard,B,3,217
Helvik,Vallarta,E,2,180
Semmler,Solorio,J,3,07
Kumro,Sundseth,M,1,251
Kivisto,Cutbirth,L,3,683
Hora,Goligoski,D,5,355
Castillanos,Tromble,J,4,107
Vallerand,Patenaude,D,2,306
Whitmire,Tusing,O,4,244
Vasso,Bull,M,2,362
Umbarger,Okuhara,A,8,850
Karls,Bialecki,K,4,312
Fillion,Cassi,H,2,569
Angelica,Garra,E,5,339
Pollett,Tebay,K,4,549
Soler,Shreve,N,4,23
Kayes,Hugueley,I,2,447
Leviner,Rucks,B,3,322
Brigante,Cota,J,2,564
Hommel,Proehl,G,4,263
Rahr,Kammann,O,4,282
Schuchard,Mcintyre,A,6,394
Ranah,Kimes,K,2,306
Vasko,Gremel,H,5,09
Easly,Fulcher,M,4,512
Polucha,Salway,B,5,543
Rozar,Wlazlowski,A,10,161
Vassure,Krauth,A,3,990
Barie,Sarver,L,3,138
Sinko,Bechel,C,1,77
Chheang,Goralski,K,1,593
Santoy,Freiler,C,2,327
Gering,Bowe,E,5,606
Fillmore,Mazzo,E,5,704
Mcfarlan,Wesson,E,5,530
Steimer,Neiss,B,4,678
Peper,Northcross,O,3,533
Shugrue,Seaford,G,1,466
Hronick,Hunter,K,1,171
Mcdonough,Kiernan,L,1,182
Wickus,Agundez,A,2,76
Billen,Mannschreck,G,4,341
Bartucca,Harshaw,K,3,13
Capshaws,Gigantino,B,5,679
Misek,Bault,Q,5,226
Bradeen,Demmer,D,1,526
Amend,Vitkus,C,5,478
Salee,Speagle,H,5,523
Kula,Verdine,G,5,02
Lofaro,Hackler,B,3,205
Nowitzke,Lolagne,A,9,752
Perschbacher,Perrotta,O,4,13
Barnacle,Tokihiro,L,2,338
Babat,Ensell,A,1,463
Goerlitz,Spoelstra,C,5,273
Azapinto,Sauder,B,2,657
Norquest,Manus,F,4,496
Kufel,Cozad,B,3,126
Cassase,Metott,A,2,404
Hartrick,Pietrowski,P,4,504
Tello,Critton,A,10,667
Heist,Malcom,G,1,225
Singson,Vanderzanden,H,2,51
Ebbett,Vasconez,E,1,277
Tarte,Beppu,I,1,496
Sumaran,Warga,A,1,817
Cacal,Cance,M,1,84
Petricone,Purwin,I,5,273
Ratermann,Erskine,A,4,79
Kuprewicz,Matheu,H,5,290
Beaudet,Xiong,A,7,976
Raio,Morad,F,5,324
Birkhimer,Kerson,H,4,424
Klomp,Lorkowski,E,3,225
Tangeman,Califf,H,4,116
Spiry,Kretzer,K,1,695
Hardt,Husar,G,1,376
Barbone,Lagle,E,4,336
Szoka,Dilena,K,3,56
Chamberlin,Marzigliano,H,4,400
Bavelas,Shuptrine,M,3,613
Eken,Mitchell,C,4,284
Larabell,Walcutt,I,4,115
Sarlo,Huxtable,F,3,37
Kemper,Swearingen,I,2,56
Gonsalues,Topez,D,4,61
Sansouci,Murnock,A,1,161
Laperouse,Enick,B,2,564
Sondrol,Navappo,F,3,683
Michell,Lamana,J,2,276
Stilgenbauer,Zampaglione,O,3,299
Briden,Flies,O,1,394
Wesolick,Simmonds,C,2,218
Golar,Lilien,A,4,91
Kepple,Taing,F,3,222
Saliba,Neighbor,O,1,364
Golonka,Mehis,P,3,263
Nappi,Brogden,A,3,778
Cercy,Schrab,I,5,649
Andersen,Kosmala,F,1,662
Stpeters,Spang,A,5,772
Treger,Coutee,Q,1,228
Bullis,Rugg,A,8,117
Washer,Inglish,A,2,146
Rosica,Yarwood,H,4,266
Forgette,Alfero,I,5,314
Kobayashi,Vegar,A,7,191
Sanfratello,Eiselman,P,3,565
Hawley,Stjuste,L,5,89
Munsinger,Trompeter,A,3,633
Pell,Leva,H,4,345
Whittenton,Zumbach,K,5,144
Gallimore,Escobedo,Q,3,129
Chaobal,Marseglia,J,2,378
Laverde,Nord,B,2,77
Shadowens,Cargill,M,5,308
Narasimhan,Chears,G,3,65
Merker,Vandestreek,E,3,181
Cabreja,Simmens,H,1,497
Kmiotek,Fentress,A,1,529
Kalish,Auwarter,N,1,343
Napoli,Glomb,L,4,500
Blanck,Winkey,D,1,375
Pergande,Frescas,E,4,608
Hrdlicka,Kwiecien,I,1,724
Raso,Helbert,A,8,945
Mcleish,Shumsky,M,3,335
Bies,Penegar,C,2,277
Karagiannes,Exford,M,4,226
Pavlicek,Purviance,H,5,160
Kazar,Gravert,E,4,16
Busi,Stabile,I,4,600
Bilder,Bowl,K,1,488
Gome,Shackelton,A,4,374
Gehringer,Fugate,B,1,202
Patteson,Pike,M,4,152
Coonan,Rusinski,M,5,747
Panarella,Wassel,O,1,270
Herlocker,Urbanic,A,9,711
Caryk,Bicknese,O,4,675
Rainforth,Betita,H,2,173
Pery,Callender,H,4,94
Rutski,Chmielewski,D,2,151
Trucks,Coressel,P,1,514
Maben,Plahs,O,2,451
Laszlo,Melchor,O,4,712
Turvaville,Raes,A,5,900
Behner,Raso,A,6,362
Corigliano,Glaspie,B,3,27
Nibler,Sivay,A,5,821
Vascones,Frisbee,E,2,405
Steinman,Vanderbeek,K,2,401
Raftery,Schreiner,Q,3,329
Hathcoat,Caballes,H,4,434
Sawhill,Nichois,J,2,658
Lejeune,Scholtens,F,2,153
Stpierre,Bagdasarian,L,2,111
Fleegle,Ernstrom,M,3,578
Millspaugh,Crownover,B,4,432
Howle,Schoenfelder,J,4,29
Nest,Wileczek,G,1,544
Finder,Cough,J,4,36
Luehrs,Skane,D,3,575
Whitney,Talamas,F,5,272
Swida,Chao,B,1,67
Buysse,Loman,A,6,501
Lowers,Mchan,J,1,76
Gallego,Ocacio,B,2,93
Ligman,Munyer,C,5,640
Mcginister,Hemauer,A,8,501
Wayford,Windham,D,3,435
Ellerkamp,Harmer,G,5,560
Milcher,Bonwell,A,5,628
Shepardson,Salmen,D,4,65
Furby,Adkinson,I,4,598
Bedsole,Laudato,L,5,98
Lagerberg,Catalino,E,1,482
Uljevic,Mcall,I,1,561
Kacerski,Gollman,J,1,175
Demuzio,Yerbich,G,2,08
Merson,Loughran,Q,1,586
Ellington,Bressi,A,3,153
Newberger,Payano,Q,2,747
Kobbe,Craker,D,5,196
Knie,Vanderwal,L,4,309
Mirabito,Benincase,H,1,237
Butcher,Oxborrow,H,1,465
Koritko,Paywa,I,2,190
Klas,Deimund,B,5,306
Biebel,Millott,P,2,505
Brady,Hanacek,O,2,280
Asevedo,Mcleary,E,2,610
Bulat,Celius,I,4,729
Michelotti,Carcano,M,1,118
Asante,Grobstein,A,1,301
Elswick,Bozzone,Q,4,439
Hillyer,Goick,K,4,544
Sarjent,Melchiori,G,5,306
Khoury,Gaccione,L,1,414
Tranel,Saltern,F,3,433
Whyel,Rudman,K,2,514
Forsmann,Rieks,M,4,748
Weldon,Lapierre,E,5,21
Siddons,Hafemeister,J,2,596
Dusel,Poehlman,I,4,529
Tifft,Willame,O,4,530
Hassell,Grotberg,I,3,13
Nuse,Mintz,B,4,248
Nethkin,Whipp,F,2,615
Buening,Dejager,B,3,37
Failey,Prohaska,A,10,587
Mesiona,Ariaza,L,2,645
Couture,Kruiboesch,B,4,316
Berget,Vallieres,A,9,492
Alston,Gord,L,3,313
Memolo,Aminov,A,8,235
Medin,Yehl,J,5,16
Vanwye,Walton,L,5,175
Hofe,Deida,M,1,398
Cianciolo,Golly,A,10,878
Spartichino,Hagley,A,2,19
Warkentin,Tomasson,H,4,741
Fekete,Gverrero,A,4,377
Berka,Dentler,P,4,75
Merideth,Nolden,O,3,561
Grandberry,Ruel,M,2,320
Rumler,Zhuang,O,3,597
Lecky,Cronwell,E,4,158
Goswick,Sammis,H,2,187
Latney,Toyoshima,I,4,554
Bearden,Milord,K,2,722
Folds,Siebenberg,F,5,340
Pizzella,Valentino,D,5,469
Edgin,Guity,E,2,617
Venturi,Welson,J,1,636
Noell,Gedye,O,5,629
Whitney,Pultorak,O,1,607
Roehm,Mcquistion,D,1,333
Eisner,Piganelli,H,4,221
Westfall,Howley,F,3,476
Ryken,Burga,O,5,616
Brennenstuhl,Bibel,B,1,316
Bingaman,Dewalt,F,5,440
Szollosi,Gentry,J,3,534
Kuemmerle,Bryans,A,9,839
Bungard,Ynocencio,A,10,2
Rota,Phoubandith,A,3,286
Leahy,Florencio,A,5,78
Boyea,Pankiw,A,7,496
Buff,Schoen,B,2,20
Roettger,Myart,A,3,99
Lucear,Vidales,B,5,615
Brueck,Klingelhoefer,G,4,41
Coste,Creeks,J,5,78
